review_id	product_id	product_category	star_rating	helpful_votes	total_votes
RNTQZ7QPW007W	B0000047GA	Music	5	43	45
R1Y066JD4X8EJN	B00000IAU3	Music	3	0	1
R6P6RRQWXMTIO	B00000J6AG	Music	5	0	0
R2F611U8363X06	B000002KFJ	Music	5	0	2
RT8I5YYD33GEA	B00000IOSU	Music	5	0	0
R2ZKGZGMWNBLTR	B0000029J5	Music	5	0	0
RS3A90SBZU1OP	B000002R4R	Music	5	3	4
R1JHKGHQDIO2B6	B00000DRA9	Music	5	0	0
R31XW0TX5KP2O0	B000002UJQ	Music	5	0	0
R3L6URDVZ304O6	B00000J7S8	Music	5	1	1
RPXBNCOM19S5P	B000002O1Q	Music	4	1	1
R3USACO6GRBE57	B00000IOSU	Music	5	0	0
R386NWHZTINXLK	B000002C1X	Music	3	0	1
R2YCMMWW6Q6GS3	B00000J7S8	Music	5	1	1
R8IIL2P7WX7EZ	B000003S2K	Music	5	1	3
R1I5MXJ0QFDEVM	B00000IOSU	Music	5	0	0
R3OK7F4QX7IOBE	B000002A3T	Music	5	0	1
R3TPPU3BK1QXNU	B000000FG8	Music	2	0	10
R3JD2DSUQT8CZK	B000009QPE	Music	5	0	1
R2HFCI42LLDPWG	B00000JBCP	Music	5	2	2
R175UD7VICMIGI	B00000253N	Music	4	1	4
R276CS4NJZZKQD	B000002C2E	Music	4	0	0
R2YD9GLO58ES3Q	B00000J8EK	Music	2	1	2
R1W8WZK4ZIF7EA	B00000251N	Music	5	1	1
R3942RWGAE4782	B000002L71	Music	5	2	2
RBFP4VQ2FXKW8	B000006MV8	Music	4	1	1
R2PB76FQW7E3A1	B00000IOSU	Music	3	0	0
R2B0ZBNOQY6KH3	B000002GFT	Music	5	5	7
R1T3WWO4NEO58S	B00000J7J4	Music	5	0	0
R31RO2Q2U8N55I	B000005J56	Music	5	2	2
R1DH3A355Q2VJ1	B000002I2M	Music	5	2	3
R378QU2CFK8FK7	B000008JUM	Music	4	4	4
R4UANFOWQPAU4	B00000IYWH	Music	5	4	4
R24GJCXH4Y6V4K	B00000I01A	Music	5	0	0
R37QAQCZQAZWNU	B000006045	Music	4	0	0
RVKOLN9JW8HN5	B00000AFFF	Music	5	1	1
R3E2MR0RS518VX	B0000062FL	Music	4	2	2
R260VAYD4T5ZM1	B0000060NF	Music	5	1	2
R2C1UERCDVS09F	B0000027RL	Music	5	0	0
RVQ12YZ12WEN1	B0000041DZ	Music	5	134	143
R3IRYFOTBQAOEM	B00000IOSU	Music	5	0	0
R7ISYR1NPJ6MM	B00000IL1K	Music	5	0	0
R182DK2SBMCGJI	B00000IOSU	Music	5	0	0
R2ZU0CC5QC0F7C	B000000WFU	Music	5	1	1
R89J2M2XP4W49	B00000J7SS	Music	5	0	0
R2DBLRR19T7OYO	B00000JG41	Music	5	0	0
RIKHFWEF5TSWC	B0000042MY	Music	3	1	14
R1CPNH0TTEWSPG	B00000IL1K	Music	5	0	0
R3AVWLINECYPWU	B00000J7J4	Music	4	0	0
R15V4R40S689GO	B000009QPE	Music	5	0	1
R3COQQLFKRCB8F	B000001OAA	Music	5	0	0
R60E3HGJK00E	B000002KBU	Music	5	4	5
R38SQZAIPCI2GX	B00000IOSU	Music	5	0	0
RWAAQKVJ917XU	B000002H97	Music	5	0	0
R1G5OJMRD1HKHD	B00000IFP6	Music	5	3	4
R2XQC92JLWBFO1	B000003S2O	Music	5	11	13
R3QEHV4SWMHAEV	B00000J7J4	Music	5	0	0
R3KTTQRC3TXMLQ	B000002L8R	Music	4	0	1
R33JZ4HN5APOES	B000007VCM	Music	4	0	1
R2RCCY70DM5W48	B00000AFFF	Music	5	1	1
R3UQ6KBANBAYL4	B000002UAU	Music	5	7	8
R2KSVUF4CBITN6	B000005JUA	Music	5	0	2
R1GPA5YUYK2M2	B00000F1D3	Music	5	0	0
R3HKCJU83O6EG8	B00000J6AG	Music	5	0	0
R3FMBFL1ZJH4M8	B00000J7J4	Music	5	0	0
R107QG824FFA1T	B0000020C4	Music	3	2	5
R1PXBSL9P1Z1KZ	B000007RYQ	Music	1	3	18
R1MQ89W14ORMTJ	B00000I0XW	Music	5	2	2
R3KLAKBELCMSTE	B00000IAU3	Music	5	0	0
R2UH4Y5BK28JVY	B000002LQQ	Music	5	1	1
RO98CBUMJ3FFS	B00000I924	Music	4	1	1
RIRC3WIBY7276	B000002UEB	Music	5	0	0
RFIX8IS0TWWCE	B000001GBJ	Music	5	0	0
RGNEP4JUU50K2	B000002NHN	Music	3	6	10
R2NH7HMJ2W95SG	B000000WFU	Music	4	0	0
R2RF1VYP4CH9O2	156224003X	Books	5	22	24
RCAASTUD7FLGM	B000002NBY	Music	5	1	1
R3AKT41GY9ZYLF	B000002J7U	Music	5	1	1
RZ55V4SQ3UP3V	B00000J7J4	Music	5	0	0
R21UPJPWISTD81	B00000J7S8	Music	5	1	1
R3IRTX97PYXS23	B000003NA4	Music	5	1	1
R1CLSQ3AF9VAOR	B00000JTB2	Music	5	133	135
RHZC4ZKTXH8K9	B000005J56	Music	5	0	0
RFKBY0HKB90T3	B000001GQJ	Music	5	24	25
R3A2OLTAP9VR71	B000005J56	Music	5	3	3
R1COSNOYZCUEN8	630522577X	Video DVD	5	4	7
R3NJMX874IRUK	B00000J6AG	Music	5	1	1
RNBF5QTJ13I3Z	B000002NHN	Music	2	3	11
R1ULV55XH8PYPT	B00000J7J4	Music	4	0	0
R1EJJXZ2G8LJ7J	B000002U82	Music	5	0	0
R29TF7IPYHS5UG	B00000I7LJ	Music	5	2	2
R112A4MLORTL04	B00000IAU3	Music	5	0	0
R67M5YNFCD82Y	B000002I77	Music	5	4	4
R47JE4MT0AHBM	B000002B2T	Music	4	1	2
R2ITP8FM1P6PWV	B000000W5L	Music	5	0	0
R3EQKQPDKKSLY1	B000002W4V	Music	5	0	0
RMGFF3DC58X51	B000001EMW	Music	5	2	2
R2VWDG7ACZRFME	B000001EMW	Music	4	3	3
R1XZ9BDJW2NLM9	B000002ADT	Music	5	0	0
RV7I5KOF6J33J	B000002H8F	Music	5	3	4
RWE6SAF17X3D6	B00000IAU3	Music	5	0	0
R2AOD2KXL5V4IS	B000001F3C	Music	5	0	0
RDQCGXDQGXPUL	B00000JCB2	Music	3	0	0
R3L1QRRCD4Y3U5	B000002952	Music	3	3	5
RZQ7FT9GFZPJK	6303182577	Video	5	133	160
R30IOBEAUMKF21	B00000J7J4	Music	5	0	0
R3QLKMTW06909U	B00000IL1K	Music	5	0	0
R48S55SV98MBH	B000002H70	Music	5	0	1
R3JYWLH04B2QEG	B000003NA4	Music	5	1	1
R3RHE1LG63TISM	B00067BBQE	Video DVD	5	10	13
R1EMDC04TVNKPN	B000AYNFWG	Electronics	5	19	25
R36Z4LS31QYB7P	B00005N6KG	Electronics	2	11	15
R1PD4R4OS54THT	B00008HCCF	Video DVD	5	3	3
R2OK8JFVUVDCNA	B0007KX4TM	Electronics	5	0	11
R5UM6AVQPHDGX	B00005N6KG	Electronics	5	4	4
R3G6X04OD1HBWS	B00005N6KG	Electronics	5	1	1
R39BEW3BAW3LLG	B00005N6KG	Electronics	5	0	0
R1TJPQ10HHP7VW	B00005N6KG	Electronics	4	1	1
R1MGVBL8ZFH403	B000BSLU2S	Electronics	5	1	9
R2O683DILHVCOD	B00005N6KG	Electronics	4	0	0
R1B6H72YK2I5PU	B00005N6KG	Electronics	4	0	0
R3FYWV6BRWRA6W	B00005N6KG	Electronics	5	0	0
R3VXYGP0I5IBJ6	B000EK76K8	Electronics	4	29	31
R1M6CONS8OAF0V	B00005N6KG	Electronics	5	0	0
R24R7F34SRE1SC	B00005N6KG	Electronics	4	1	1
R2JE7Q6ZXSP5IM	B00016POFE	Music	4	2	2
R240Y04NYSQEZN	B00005N6KG	Electronics	5	0	0
R1U060YN3R889M	B000BSLU2S	Electronics	5	0	8
R30N6NZHW1NUTC	B00005N6KG	Electronics	5	0	0
R24ND2NQ7WAY3C	B00005N6KG	Electronics	5	0	0
R3SMYRQCLOY5GV	B00005N6KG	Electronics	5	0	0
R1S32VK6IEM6DN	B00005N6KG	Electronics	4	0	0
RXEMOESHTYRI2	B000BSLU2S	Electronics	5	1	10
R298DQ78EGN9H4	B00005N6KG	Electronics	5	5	5
R1DLG5BG0QFCCY	B00005N6KG	Electronics	4	6	7
RNVC5UFMKGDEX	B00005N6KG	Electronics	5	16	16
RGPE0GAVROF7C	B00005N6KG	Electronics	1	1	22
R3CJUG79BATGGU	B000EK76K8	Electronics	4	4	6
RZNT551OBR30H	B000OY6BRS	Electronics	5	2	2
R2SA10V25KDL6H	B00005N6KG	Electronics	5	0	0
R3IM8OZ7XIGHX1	B000REYUKU	Electronics	5	29	30
R3IIXWL3DC2YR	B000EK76K8	Electronics	4	1	2
R1PXPBJTBVFS9J	B000EK76K8	Electronics	4	0	0
R2IWC3XIO2ENCX	B00005N6KG	Electronics	5	0	0
R35K7OKAQ5Z99C	B000BSLU2S	Electronics	5	14	19
R2LQMPGTT62D9J	B000J5NXLY	Electronics	4	6	33
R90F403YQHR37	B0006OMNYQ	Electronics	1	3	18
R3MXRFUWV7PZ4U	B000MIVCX4	Electronics	5	103	110
R3E4WXN1WIQ7MF	B000J103WK	Video DVD	5	0	0
R1KTJLC4OKIQU4	B000EK76K8	Electronics	5	1	1
RYVPI31AJZB3T	B00005N6KG	Electronics	5	0	0
RCNY1Q84JQ3FT	B00005N6KG	Electronics	4	0	0
R9696FHB9BOCZ	B000EK76K8	Electronics	5	9	10
R24P7IN3YA5NV1	B00005N6KG	Electronics	5	1	1
R3N5SPD02XE0NH	B000EK76K8	Electronics	3	3	4
R4G4SYDMCA1NG	B00005N6KG	Electronics	5	0	0
RCS8TO43YLHAS	B00005N6KG	Electronics	3	1	1
RS87NO131TXRE	B00005N6KG	Electronics	5	0	0
R2958WPEEH73LB	B00005N6KG	Electronics	5	0	0
R2FG9B2CAKA94B	B000M58PJ6	Electronics	2	2	6
R3UGYN4G772ASD	B00005N6KG	Electronics	5	1	1
R3ARHRY1WDPCC5	B000MIVCX4	Electronics	5	6	7
R15ILTL64NF7Q	B00005N6KG	Electronics	4	0	0
RFYDAH6QJIP0B	B00005N6KG	Electronics	5	0	0
R10CLZK1K7KKOI	B00005N6KG	Electronics	5	0	0
R109PH5UEVW6N4	B000EK76K8	Electronics	5	1	1
R3MDRX2DTLX22B	B00005N6KG	Electronics	5	0	0
R10ZAUPBHAEYD3	B000REYUKU	Electronics	5	0	4
R2YI5LV38W83ZK	B000Q6KYOA	Electronics	3	2	22
R4YB299Y5SSH8	B00005N6KG	Electronics	4	7	7
R3HNVDQEU8AYDS	B000EK76K8	Electronics	4	0	0
R1NZQVXX86TOZ0	B0015HOFZI	Electronics	1	39	56
R2T8113XBSUSBQ	B00005N6KG	Electronics	5	0	0
R185M9NQN9245D	B0002TJGQS	Electronics	5	9	9
RM1CIY62JG650	B00005N6KG	Electronics	5	3	3
R2I8462TINQ7WJ	B0002TJGQS	Electronics	5	1	1
R20UIJAZ75Z7OS	B00005N6KG	Electronics	5	0	0
R1R8EZGN6S96XE	B0015HOFZI	Electronics	4	6	6
R115TU9ZVCO43Z	B0002TJGQS	Electronics	5	1	1
R9PJEXLCQOHNN	B0015HOFZI	Electronics	4	3	3
RP26QYN998X9O	B00005N6KG	Electronics	5	1	1
